"text","label"
"If something is macotep, then it is vabafi. Fape is known to be segu. It is given that Tofu is saretila. If something is gota, then it is covivi. Nomut is niceluc. If something is ligoca, then it is ficava. It is given that Mipenet is gota. Question: based on the above, is Mipenet covivi?","1"
"All things that are capopi are also fafa. Zamim is known to be tutucozez. If something is saretila, then it is kebeviz. Tumak is known to be vopi. It is given that Pimorip is toke. If something is vabafi, then it is saretila. All things that are kabami are also covivi. Anything that is renuzebi is also citubagep. Every vopi thing is vabafi. Question: based on the above, is Tumak kebeviz?","3"
"If something is gota, then it is lovopufa. Every niceluc thing is degik. All things that are tutucozez are also tacafeb. Vebo is known to be ficava. Anything that is lovopufa is also toberes. Every tanebomi thing is gota. Anything that is selakegu is also tanebomi. If something is kebeviz, then it is capopi. Every dicurifo thing is laco. Dame is minozuna. Reboro is selakegu. Zamim is known to be segu. Question: is Reboro toberes?","4"
"If something is saretila, then it is vecumepo. If something is lunim, then it is zumivo. Anything that is mivicom is also toberes. Anything that is vecumepo is also lunim. All things that are renuzebi are also capopi. Fisafut is kebeviz. Every minozuna thing is selakegu. Bare is rokudeg. If something is kazufec, then it is niceluc. It is given that Tobinot is saretila. It is given that Zeza is kaci. Cinisa is known to be covivi. Question: based on the above, is Tobinot zumivo?","3"
"Sovabuk is known to be lovopufa. Pizu is pavuro. Anything that is sugezoti is also capopi. All things that are vabafi are also laco. All things that are minozuna are also niceluc. If something is ruvid, then it is tanebomi. It is given that Kufide is dicurifo. All things that are pavuro are also vecumepo. Every vecumepo thing is minozuna. It is given that Kugipug is tecolib. Question: based on the above, is Pizu niceluc?","3"
"It is given that Cecikon is laco. All things that are dicurifo are also tecolib. Pimorip is known to be kebeviz. All things that are laco are also toke. Every tutucozez thing is vecumepo. If something is ruvid, then it is canaceg. Semuzo is known to be bikeze. Every sugezoti thing is minozuna. Question: is Cecikon toke?","1"
"Anything that is bolobozi is also tecolib. Bare is bikeze. If something is mivicom, then it is ruvid. Anything that is toke is also ligoca. Every ligoca thing is minozuna. It is given that Bucofis is macotep. Muri is mivicom. Anything that is tacafeb is also zumivo. If something is ruvid, then it is toke. Cinisa is known to be capopi. Question: is Muri minozuna?","4"
"It is given that Tobinot is tanebomi. Biced is known to be bolobozi. Anything that is secovo is also ligoca. If something is canaceg, then it is rupefatu. Mucili is known to be laco. Pizu is known to be bikeze. Anything that is zumivo is also niceluc. If something is tanebomi, then it is toke. It is given that Bovulac is kabami. Question: is Tobinot toke?","1"
"It is given that Rilidu is niceluc. Lakab is ligoca. It is given that Reboro is secovo. All things that are gota are also kebeviz. Gasa is gevu. All things that are secovo are also toke. Bare is saretila. Every kazufec thing is renuzebi. Anything that is fafa is also bamodo. Question: is Reboro toke?","1"
"All things that are vopi are also sugezoti. It is given that Sakanit is konegaf. All things that are konegaf are also tacafeb. Anything that is macotep is also ligoca. If something is minozuna, then it is mivicom. Muri is bolobozi. Vebo is known to be bikeze. Question: is Sakanit tacafeb?","1"
"Every renuzebi thing is bolobozi. It is given that Tofu is laco. Pimorip is segu. It is given that Zano is tutucozez. Every vopi thing is toke. All things that are vabafi are also degik. Anything that is segu is also canaceg. Cosa is known to be lovopufa. Question: is Pimorip canaceg?","1"
