"text","label"
"Anything that is renuzebi is also bomot. Every zumivo thing is segu. Anything that is bomot is also bikeze. If something is dato, then it is ruvid. It is given that Nomut is niko. If something is niko, then it is renuzebi. Anything that is lemul is also sugezoti. Anything that is tutucozez is also lovopufa. If something is bimo, then it is minozuna. It is given that Sakanit is tikuk. All things that are bikeze are also gukane. Anything that is gukane is also lemul. It is given that Fape is momacav. Question: is Nomut sugezoti?","6"
"Anything that is vabafi is also bamodo. Every ligoca thing is vopi. All things that are fafa are also depipasu. All things that are canaceg are also nesitonur. Lakab is known to be tutucozez. Pizu is known to be laco. All things that are konegaf are also renuzebi. Muri is known to be saretila. All things that are laco are also vabafi. Anything that is bamodo is also segu. Vudeta is sugezoti. Question: based on the above, is Pizu segu?","3"
"Anything that is mivicom is also luzemekuz. Anything that is degik is also kidafig. Pizu is known to be tekut. Tobinot is known to be nuged. Every luzemekuz thing is vabafi. Anything that is vabafi is also degik. All things that are gota are also gevu. Anything that is lemul is also kodilodo. All things that are gevu are also mivicom. Bovulac is known to be covivi. Tofu is gota. It is given that Kafasa is laco. If something is niko, then it is lunim. Every kidafig thing is pecek. Question: based on the above, is Tofu pecek?","7"
"Biced is kidafig. Reboro is known to be nuged. Vugute is known to be mivicom. Every selakegu thing is gila. Anything that is kubolalik is also ligoca. If something is zumivo, then it is dato. Anything that is kidafig is also zumivo. It is given that Sakanit is vecumepo. Anything that is nide is also saretila. All things that are dato are also luzemekuz. Question: is Biced luzemekuz?","3"
"If something is bolobozi, then it is kaci. Kafasa is known to be veka. Zamim is tutucozez. Every veka thing is rupefatu. Every pogim thing is laco. If something is kubolalik, then it is fusazor. Gasa is nide. Question: is Kafasa rupefatu?","1"
"Zeza is kebeviz. Anything that is canaceg is also gukane. It is given that Semuzo is nide. Rilidu is pomisog. Anything that is gila is also pavuro. Every gukane thing is bamodo. Anything that is citubagep is also pogim. Fape is known to be canaceg. Question: is Fape bamodo?","2"
"Anything that is konegaf is also zumivo. It is given that Dame is nuged. Every zumivo thing is zuridu. It is given that Pimorip is zobibapa. Every renuzebi thing is gupeloco. Kafasa is known to be zikocu. If something is bubekan, then it is bopobet. Vudeta is known to be tutucozez. Nomut is known to be ficava. Anything that is zuridu is also gevu. If something is zivibudi, then it is tacafeb. All things that are nuged are also renuzebi. If something is gupeloco, then it is konegaf. Question: is Dame gevu?","6"
"If something is tobefofe, then it is fafa. It is given that Pizu is tobefofe. Feroz is dozodolem. Anything that is sisedugem is also bamodo. Bovulac is luzemekuz. Anything that is renuzebi is also nogaz. Every kaci thing is zudimaf. Cosa is kivepat. Question: is Pizu fafa?","1"
"If something is fusazor, then it is gila. Fisafut is known to be fusazor. Every bubekan thing is sisedugem. Every tacafeb thing is tikuk. All things that are gila are also tutucozez. Anything that is midop is also ligoca. Dame is known to be pogim. Kufide is kubolalik. Every tutucozez thing is bubekan. Question: based on the above, is Fisafut sisedugem?","4"
"Every bocadoguz thing is tikuk. It is given that Kafasa is selakegu. Anything that is nenalulik is also lunim. Semuzo is known to be secovo. If something is ficava, then it is toke. All things that are selakegu are also niko. Bare is sugezoti. Every toke thing is rupefatu. All things that are niko are also mivebi. It is given that Vugute is nuged. If something is segu, then it is ficava. If something is mivebi, then it is segu. Mucili is renuzebi. Question: based on the above, is Kafasa rupefatu?","6"
"Anything that is zobibapa is also kubolalik. All things that are pogim are also bolobozi. Bare is known to be canaceg. Anything that is konegaf is also toke. Fape is covid. Anything that is kubolalik is also rupefatu. Mucili is zobibapa. All things that are veka are also kidafig. Question: based on the above, is Mucili rupefatu?","2"
